HarbourName,Date,Depth,OrganismsGroup,Species Name,Ident.Certain,Comments,Comments 2
Naantali,20-08-12,13,Zooplankton,Limnocalanus macrurus macrurus ,yes,,
Naantali,20-08-12,13,Zooplankton,Rhithropanopeus harrisii,no,nauplius,HUGE
Naantali,20-08-12,13,Mobile epifauna,Neogobius melanostomus,yes,Goby TL 3cm, 3 cm
Naantali,20-08-12,4,Mobile epifauna,Perca fluviatilis,yes,, 15 cm
Naantali,20-08-12,13,Zooplankton,Acartia sp.,yes,,(Acartias tot. 17150 )
Naantali,20-08-12,13,Zooplankton,Gastropoda,yes,, larvae/juv
Naantali,20-08-12,13,Zooplankton,Keratella quadrata,yes,,
Naantali,20-08-12,13,Zooplankton,Cercopagis pengoi,yes,+6 very dead ones,
Naantali,20-08-12,13,Zooplankton,Rhithropanopeus harrisii,no,crab (presumably Rhithro) Decapoda zoea,
Naantali,20-08-12,13,Zooplankton,Harpacticoida,yes,,
Naantali,20-08-12,13,Zooplankton,Bosmina sp.,yes,,
Naantali,20-08-12,13,Zooplankton,Sida sp.,yes,,
Naantali,20-08-12,2,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Naantali,20-08-12,2,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Naantali,20-08-12,13,Benthos,Electra crustulenta,yes,,
Naantali,20-08-12,13,Benthos,Oligochaeta,yes,,
Naantali,20-08-12,13,Benthos,Amphibalanus improvisus,yes,,
Naantali,20-08-12,13,Benthos,Boccardiella ligerica,yes,,
Naantali,20-08-12,13,Benthos,Tenellia adspersa,yes,,
Naantali,20-08-12,13,Zooplankton,Amphibalanus improvisus,yes,nauplii,
Naantali,20-08-12,13,Benthos,Hediste diversicolor,yes,,
Naantali,20-08-12,13,Zooplankton,Keratella quadrata,yes,,
Naantali,20-08-12,13,Zooplankton,Rhithropanopeus harrisii,no,crab (presumably Rhithro) Decapoda megalopa,
Naantali,20-08-12,13,Zooplankton,Acartia sp.,yes,, (Acartias tot. 88954)
Naantali,20-08-12,13,Zooplankton,Daphnia cucullata,yes,,
Naantali,20-08-12,13,Fouling,Palaemon elegans,yes,probably 7 (1 Palaemon sp). Very small specimen,
Naantali,20-08-12,13,Fouling,Mytilus trossulus,yes,,
Naantali,20-08-12,13,Fouling,Rhithropanopeus harrisii,yes,small,
Naantali,20-08-12,13,Fouling,Mytilopsis leucophaeata,yes,,
Naantali,20-08-12,13,Fouling,Ulva intestinalis,yes,,
Naantali,20-08-12,13,Fouling,Oligochaeta,yes,,
Naantali,20-08-12,13,Fouling,Chironomidae spp.,yes,,
Naantali,20-08-12,13,Zooplankton,Polychaeta sp.,yes,larvae,; possibly alien spp
Turku,17-08-12,1.5,Fouling,Gammarus tigrinus,yes,not many,
Turku,17-08-12,11,Benthos,Boccardiella ligerica,yes,,
Turku,17-08-12,6,Zooplankton,Polychaeta sp.,yes,larvae,; possibly alien spp
Turku,17-08-12,6,Benthos,Amphibalanus improvisus,yes,,
Turku,17-08-12,11,Benthos,Oligochaeta,yes,,
Turku,17-08-12,11,Benthos,Macoma balthica,yes,,
Turku,17-08-12,10,Fouling,Boccardiella ligerica,yes,,
Turku,17-08-12,3,Fouling,Gammarus tigrinus,yes,,
Turku,17-08-12,1.5,Fouling,Mytilopsis leucophaeata,yes,not many,
Turku,17-08-12,10,Fouling,Electra crustulenta,yes,,
Turku,17-08-12,10,Fouling,Corophium sp.,yes,, (broken)
Turku,17-08-12,10,Fouling,Palaemon elegans,yes,,
Turku,17-08-12,10,Fouling,Amphibalanus improvisus,yes,,
Turku,17-08-12,10,Fouling,Electra crustulenta,yes,,
Turku,17-08-12,10,Fouling,Apocorophium lacustre,yes,,
Turku,17-08-12,10,Fouling,Trichoptera sp.,yes,,
Turku,17-08-12,3,Fouling,Rhithropanopeus harrisii,yes,,
Turku,17-08-12,3,Fouling,Victorella pavida,yes,,
Turku,17-08-12,3,Fouling,Apocorophium lacustre,yes,,
Turku,17-08-12,3,Fouling,Hydrobia sp.,yes,,
Turku,17-08-12,1.5,Fouling,Palaemon sp.,yes,, juv.
Turku,17-08-12,1.5,Fouling,Victorella pavida,yes,,
Turku,17-08-12,1.5,Fouling,Harpacticoida,yes,,
Turku,17-08-12,10,Fouling,Leptocheirus pilosus,yes,,
Turku,17-08-12,10,Fouling,Mytilopsis leucophaeata,yes,,
Turku,17-08-12,3,Fouling,Amphibalanus improvisus,yes,,
Turku,17-08-12,3,Fouling,Chironomidae spp.,yes,,
Turku,17-08-12,1.5,Fouling,Oligochaeta,yes,,
Turku,17-08-12,1,Fouling,Oligochaeta,yes,,
Turku,17-08-12,6,Zooplankton,Eurytemora affinis,yes,,
Turku,17-08-12,6,Zooplankton,Daphnia sp.,yes, ephippia,
Turku,17-08-12,10,Fouling,Gammarus tigrinus,yes,,
Turku,17-08-12,6,Zooplankton,Oligochaeta,yes,,
Turku,17-08-12,10,Fouling,Rhithropanopeus harrisii,yes,juveniles and megalopae,filamentous algae
Turku,17-08-12,10,Fouling,Victorella pavida,yes,,
Turku,17-08-12,4,Mobile epifauna,Palaemon elegans,yes,,
Turku,17-08-12,6,Zooplankton,Bivalvia,yes,larvae,
Turku,17-08-12,6,Zooplankton,Keratella cochlearis,yes,,
Turku,17-08-12,1,Fouling,Gammarus tigrinus,yes,,
Turku,17-08-12,1,Fouling,Victorella pavida,yes,,
Turku,17-08-12,1,Fouling,Harpacticoida,yes,,
Turku,17-08-12,4,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,17-08-12,11,Benthos,Electra crustulenta,yes,,
Turku,17-08-12,11,Benthos,Oligochaeta,yes,,
Turku,17-08-12,11,Benthos,Amphibalanus improvisus,yes,,
Turku,17-08-12,11,Benthos,Macoma balthica,yes,,
Turku,17-08-12,11,Benthos,Rhithropanopeus harrisii,yes,,
Turku,17-08-12,6,Benthos,Oligochaeta,yes,,
Turku,17-08-12,6,Benthos,Marenzelleria spp.,yes,,
Turku,17-08-12,6,Benthos,Boccardiella ligerica,yes,,
Turku,17-08-12,6,Benthos,Rhithropanopeus harrisii,yes,,
Turku,17-08-12,11,Benthos,Marenzelleria spp.,yes,,
Turku,17-08-12,11,Benthos,Hediste diversicolor,yes,,
Turku,17-08-12,11,Benthos,Boccardiella ligerica,yes,,
Turku,17-08-12,10,Fouling,Chironomidae spp.,yes,,
Turku,17-08-12,10,Fouling,Rhithropanopeus harrisii,yes,,
Turku,17-08-12,10,Fouling,Gammarus tigrinus,yes,,
Turku,17-08-12,10,Fouling,Victorella pavida,yes,,
Turku,17-08-12,10,Fouling,Leptocheirus pilosus,yes,,
Turku,17-08-12,10,Fouling,Mytilus trossulus,yes,,
Turku,17-08-12,3,Fouling,Palaemon elegans,yes,1 gravid F,
Turku,17-08-12,3,Fouling,Boccardiella ligerica,no,Polychaetes in bad shape,
Turku,17-08-12,3,Fouling,Leptocheirus pilosus,yes,,
Turku,17-08-12,3,Fouling,Macoma balthica,yes,,
Turku,17-08-12,1.5,Fouling,Amphibalanus improvisus,yes,a lot,
Turku,17-08-12,1.5,Fouling,Boccardiella ligerica,yes,not many,
Turku,17-08-12,1.5,Fouling,Leptocheirus pilosus,yes,,
Turku,17-08-12,1,Fouling,Amphibalanus improvisus,yes,,
Turku,17-08-12,1,Fouling,Boccardiella ligerica,yes,,
Turku,17-08-12,1,Fouling,Chironomidae spp.,yes,,
Turku,17-08-12,6,Zooplankton,Sida sp.,yes,,
Turku,17-08-12,6,Zooplankton,Leptodora kindtii,yes,,(in a poor shape)
Turku,17-08-12,6,Zooplankton,Brachionus sp.,yes,,
Turku,17-08-12,6,Zooplankton,Keratella quadrata,yes,,
Turku,17-08-12,10,Fouling,Palaemon elegans,yes,,
Turku,17-08-12,10,Fouling,Amphibalanus improvisus,yes,,
Turku,17-08-12,10,Fouling,Boccardiella ligerica,yes,in bad shape,
Turku,17-08-12,6,Zooplankton,Acartia tonsa,yes,Acartia spp dominated the sample,
Turku,17-08-12,6,Zooplankton,Cercopagis pengoi,yes,+2 very dead ones. Resting eggs ,
Turku,17-08-12,6,Zooplankton,Amphibalanus improvisus,yes,nauplii,
Turku,17-08-12,6,Zooplankton,Acartia sp.,yes,lot of detritus, (Acartias tot. 34888)
Turku,17-08-12,6,Zooplankton,Limnocalanus macrurus macrurus ,yes,,
Turku,17-08-12,6,Zooplankton,Harpacticoida,yes,,
Turku,17-08-12,6,Zooplankton,Daphnia cucullata,yes,,
Turku,16-08-12,5,Fouling,Tardigrada sp.,yes,,
Turku,16-08-12,10,Fouling,Amphibalanus improvisus,yes,small sample,
Turku,16-08-12,7.5,Phytoplankton,Planktothrix agardhii,yes,1 (3.5x100um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Pseudopedinella thomsenii,yes,1 (4um),CHRYSOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Diatoma spp.,yes,1,DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Monoraphidium contortum,yes,1 (1.21.5x1520um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Snowella septentrionalis,yes,2 (10x1.23.4um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Centrales,yes,1 (37um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Monoraphidium minutum,yes,1 (12x57um),CHLOROPHYCEAE
Turku,16-08-12,4,Phytoplankton,Pseudanabaena acicularis,yes,1 (1.5x100um),NOSTOCOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Glenodinium spp.,yes,autotrophic3 (1520x1113um),DINOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Centrales,yes,unidentified 1 (37um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Pathogens,Escherichia coli,yes,,
Turku,16-08-12,8,Fouling,Amphibalanus improvisus,yes,small,
Turku,16-08-12,8,Fouling,Oligochaeta,yes,,
Turku,16-08-12,8,Benthos,Chironomidae spp.,yes,,
Turku,16-08-12,8,Benthos,Marenzelleria spp.,yes,,
Turku,16-08-12,5,Benthos,Electra crustulenta,yes,,
Turku,16-08-12,5,Benthos,Oligochaeta,yes,,
Turku,16-08-12,5,Benthos,Marenzelleria spp.,yes,,
Turku,16-08-12,5,Benthos,Neomysis integer,yes,,
Turku,16-08-12,4,Phytoplankton,Teleaulax spp.,yes,1 (811x45um),CRYPTOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Gymnodiniales,yes,autotrophic2 (1520um),DINOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Gymnodiniales,yes,autotrophic9 (<10um),DINOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Heterocapsa rotundata,yes,1 (1012x57um),DINOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Chrysochromulina spp.,yes,MIX 1 (24um),PRYMNESIOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Chrysochromulina spp.,yes,MIX 2 (46um),PRYMNESIOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Aulacoseira islandica helvetica,yes,1 (6x12um),DIATOMOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Cyclotella choctawhatcheeana,yes,1 (5um),DIATOMOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Skeletonema costatum,yes,1 (2x35um),DIATOMOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Thalassiosira pseudonana,yes,1 (46um),DIATOMOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Diatoma tenuis,yes,1 (3x3050um),DIATOMOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Monoraphidium contortum,yes,1 (1.21.5x1520um),CHLOROPHYCEAE
Turku,16-08-12,4,Phytoplankton,Oocystis spp.,yes,2 (45x78um),CHLOROPHYCEAE
Turku,16-08-12,4,Phytoplankton,Telonema spp.,yes,HET 1 (67x12um),INCERTAE SEDIS
Turku,16-08-12,5,Fouling,Chironomidae spp.,yes,,
Turku,16-08-12,5,Fouling,Oligochaeta,yes,, (most numerous taxon)
Turku,16-08-12,5,Fouling,Rhithropanopeus harrisii,yes,megalopae+juveniles,
Turku,16-08-12,5,Fouling,Amphibalanus improvisus,yes,,
Turku,16-08-12,5,Fouling,Cordylophora caspia,yes,,
Turku,16-08-12,5,Fouling,Hydrozoa sp.,yes,,: Laomedea
Turku,16-08-12,5,Fouling,Polychaeta sp.,yes,, in bad shape
Turku,16-08-12,5,Fouling,Acarina spp.,yes,,
Turku,16-08-12,8,Fouling,Rhithropanopeus harrisii,yes,,sample consisted of a mass of Hydrozoa (ca size of a fist)
Turku,16-08-12,8,Fouling,Mytilopsis leucophaeata,no,very small: < 400 um,ID uncertain
Turku,16-08-12,8,Fouling,Eurytemora affinis,yes,,
Turku,16-08-12,7.5,Pathogens,Escherichia coli,yes,Nr of Escherichia coli colonies following 3d at 22 degrees,
Turku,16-08-12,4,Pathogens,Intestinal enterococci,yes,,
Turku,16-08-12,4,Pathogens,Escherichia coli,yes,Nr of Escherichia coli colonies following 3d at 22 degrees,
Turku,16-08-12,7.5,Phytoplankton,Aphanizomenon flosaquae,yes,,NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Planktolyngbya spp.,yes,1 (1.5x100um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Plagioselmis prolonga,yes,1 (57x34um),CRYPTOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Heterocapsa rotundata,yes,1 (1012x57um),DINOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Centrales,yes,1 (37um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Thalassiosira hyperborea v. lacunosa,yes,1 (2530),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Navicula spp.,yes,1 (78x3040um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Desmodesmus spinosus,yes,1 (4x45x812um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Monoraphidium minutum,yes,1 (12x57um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Flagellates,yes, unidentified autotrophic round 9 (2 ,OTHERS
Turku,16-08-12,7.5,Phytoplankton,Plagioselmis spp.,yes,1 (57x34um),CRYPTOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Chrysochromulina spp.,yes,MIX 4 (610um),PRYMNESIOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Monoraphidium contortum,yes,1 (1.21.5x1520um),CHLOROPHYCEAE
Turku,16-08-12,5,Fouling,Rhithropanopeus harrisii,yes,double 2,
Turku,16-08-12,5,Fouling,Harpacticoida,yes,,
Turku,16-08-12,7.5,Phytoplankton,Monoraphidium komarkovae,yes,1 (1.5x3050um),CHLOROPHYCEAE
Turku,16-08-12,4,Phytoplankton,Plagioselmis spp.,yes,1 (57x34um),CRYPTOPHYCEAE
Turku,16-08-12,5,Benthos,Boccardiella ligerica,yes,,
Turku,16-08-12,4,Phytoplankton,Monoraphidium minutum,yes,1 (12x57um),CHLOROPHYCEAE
Turku,16-08-12,5,Benthos,Gammarus sp.,yes,,
Turku,16-08-12,9.5,Benthos,Oligochaeta,yes,,
Turku,16-08-12,13,Fouling,Apocorophium lacustre,yes,,
Turku,16-08-12,5,Fouling,Gammarus tigrinus,yes,,
Turku,16-08-12,5,Fouling,Unknown,yes,worm remains,
Turku,16-08-12,13,Fouling,Rhithropanopeus harrisii,yes,rust in sample. not many animals.,
Turku,16-08-12,5,Fouling,Amphibalanus improvisus,yes,,
Turku,16-08-12,5,Fouling,Victorella pavida,yes,,
Turku,16-08-12,5,Fouling,Hydrozoa sp.,yes,, (a little)
Turku,16-08-12,5,Fouling,Unknown,yes,worm,
Turku,16-08-12,5,Fouling,Gammarus tigrinus,yes,,
Turku,16-08-12,5,Fouling,Rhithropanopeus harrisii,yes,double 1,
Turku,16-08-12,5,Fouling,Amphibalanus improvisus,yes,,
Turku,16-08-12,5,Fouling,Cercopagis pengoi,yes,,
Turku,16-08-12,5,Fouling,Mytilopsis leucophaeata,yes,small,
Turku,16-08-12,5,Fouling,Oligochaeta,yes,,
Turku,16-08-12,5,Fouling,Polychaeta sp.,yes,, (Boccardia?)
Turku,16-08-12,5,Fouling,Harpacticoida,yes,,
Turku,16-08-12,5,Fouling,Leptocheirus pilosus,yes,,1
Turku,16-08-12,5,Fouling,Apocorophium lacustre,yes,,1
Turku,16-08-12,5,Fouling,Macoma balthica,yes,,(very small)
Turku,16-08-12,5,Fouling,Amphibalanus improvisus,yes,only few animals,
Turku,16-08-12,5,Fouling,Boccardiella ligerica,yes,,
Turku,16-08-12,7.5,Pathogens,Intestinal enterococci,yes,,
Turku,16-08-12,7.5,Pathogens,Escherichia coli,yes,,
Turku,16-08-12,7.5,Pathogens,Intestinal enterococci,yes,,
Turku,16-08-12,7.5,Pathogens,Escherichia coli,yes,Nr of Escherichia coli colonies following 3d at 22 degrees,
Turku,16-08-12,4,Pathogens,Escherichia coli,yes,,
Turku,16-08-12,4,Pathogens,Vibrio cholerae,yes,Method,
Turku,16-08-12,8,Fouling,Amphibalanus improvisus,yes,small sample.,
Turku,16-08-12,8,Fouling,Cordylophora caspia,yes,,
Turku,16-08-12,8,Fouling,Acartia sp.,yes,,
Turku,16-08-12,10,Fouling,Cercopagis pengoi,yes,remains of Cercopagis pengoi,
Turku,16-08-12,13,Fouling,Amphibalanus improvisus,yes,,
Turku,16-08-12,13,Fouling,Gammarus tigrinus,yes,,
Turku,16-08-12,13,Fouling,Chironomidae spp.,yes,,
Turku,16-08-12,7.5,Phytoplankton,Snowella atomus,yes,2 (10x0.61.4um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Snowella septentrionalis,yes,2 (10x1.23.4um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Pseudanabaena limnetica,yes,2 (1.5x100um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Pseudanabaena spp.,yes,2 (1.5x100um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Gymnodiniales,yes,autotrophic 1 (1015um),DINOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Glenodinium spp.,yes,autotrophic 2 (1015x710um),DINOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Pseudopedinella elastica,yes,1 (10um),CHRYSOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Aulacoseira italica,yes,1 (6x23um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Cyclotella choctawhatcheeana,yes,1 (5um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Melosira lineata,yes,1,DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Skeletonema costatum,yes,2 (3x35um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Diatoma tenuis,yes,1 (3x3050um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Ceratoneis closterium,yes,,DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Eutreptiella spp.,yes,1 (57x1015um),EUGLENOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Koliella longiseta f. longiseta,yes,1 (2.53x10015),CHAROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Monoraphidium griffithii,yes,1 (34x3035um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Oocystis spp.,yes,1 (34x7um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Sphaerocystis schroeteri,yes,1 (56um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Telonema spp.,yes,HET 1 (67x12um),INCERTAE SEDIS
Turku,16-08-12,7.5,Phytoplankton,Romeria spp.,yes,5 (1x13um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Aphanizomenon flosaquae,yes,1 (5x100um),NOSTOCOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Gymnodiniales,yes,autotrophic 1 (1015um),DINOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Chrysochromulina spp.,yes,MIX 1 (24um),PRYMNESIOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Chrysochromulina spp.,yes,MIX 2 (46um),PRYMNESIOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Cyclotella choctawhatcheeana,yes,1 (5um),DIATOMOPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Monoraphidium griffithii,yes,1 (34x3035um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Oocystis spp.,yes,1 (34x7um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Oocystis spp.,yes,2 (45x78um),CHLOROPHYCEAE
Turku,16-08-12,7.5,Phytoplankton,Leucocryptos marina,yes,HET 1 (45x710um),INCERTAE SEDIS
Turku,16-08-12,4,Phytoplankton,Snowella atomus,yes,2 (10x0.61.4um),NOSTOCOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Snowella septentrionalis,yes,2 (10x1.23.4um),NOSTOCOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Pseudanabaena limnetica,yes,2 (1.5x100um),NOSTOCOPHYCEAE
Turku,16-08-12,4,Phytoplankton,Romeria spp.,yes,3(1.31.6x39um),NOSTOCOPHYCEAE
Turku,16-08-12,8,Fouling,Gammarus tigrinus,yes,,
Turku,16-08-12,8,Fouling,Cercopagis pengoi,yes,,
Turku,16-08-12,8,Fouling,Mytilopsis leucophaeata,yes,up to 1.3 mm,
Turku,16-08-12,8,Fouling,Harpacticoida,yes,,
Turku,16-08-12,5,Fouling,Chironomidae spp.,yes,, pupae (2)
Turku,16-08-12,8,Benthos,Oligochaeta,yes,,
Turku,15-08-12,8,Zooplankton,Amphibalanus improvisus,yes,nauplii,
Turku,15-08-12,8,Zooplankton,Eurytemora affinis,yes,,
Turku,15-08-12,8,Zooplankton,Harpacticoida,yes,,
Turku,15-08-12,8,Zooplankton,Copepoda sp.,yes,, (strange)
Turku,15-08-12,8,Zooplankton,Daphnia cucullata,yes,,
Turku,15-08-12,8,Zooplankton,Bivalvia,yes,,larvae 2 ind
Turku,15-08-12,8,Zooplankton,Synchaeta monopus,yes,,
Turku,15-08-12,8,Zooplankton,Keratella cochlearis,yes,,
Turku,15-08-12,8,Zooplankton,Oligochaeta,yes,,
Turku,15-08-12,5.5,Zooplankton,Amphibalanus improvisus,yes, nauplii,
Turku,15-08-12,5.5,Zooplankton,Cercopagis pengoi,yes,,
Turku,15-08-12,5.5,Zooplankton,Rhithropanopeus harrisii,no,crab (presumably Rhithro) Decapoda zoea,
Turku,15-08-12,5.5,Zooplankton,Acartia sp.,yes,, (Acartias tot. 27500)
Turku,15-08-12,5.5,Zooplankton,Bosmina sp.,yes,,
Turku,15-08-12,5.5,Zooplankton,Daphnia cucullata,yes,,
Turku,15-08-12,5.5,Zooplankton,Cladocera sp.,yes,,(Sida?) in bad shape
Turku,15-08-12,5.5,Zooplankton,Chironomidae spp.,yes,,
Turku,15-08-12,5.5,Zooplankton,Bivalvia,yes, larvae,
Turku,15-08-12,5.5,Zooplankton,Synchaeta sp.,yes,,
Turku,15-08-12,5.5,Zooplankton,Synchaeta monopus,yes,,
Turku,15-08-12,5.5,Zooplankton,Keratella quadrata,yes,,
Turku,15-08-12,5.5,Zooplankton,Polychaeta sp.,yes,larvae ,(231 ind); possibly alien spp
Turku,15-08-12,7,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,7.5,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,7,Mobile epifauna,Gymnocephalus cernuus,yes,, 10 cm
Turku,15-08-12,7.5,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,7.5,Mobile epifauna,Gymnocephalus cernuus,yes,, 10 cm
Turku,15-08-12,8,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,8,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,5,Mobile epifauna,Palaemon elegans,yes,, 12 cm
Turku,15-08-12,6,Mobile epifauna,Gymnocephalus cernuus,yes,, 7 cm
Turku,15-08-12,4,Mobile epifauna,Palaemon elegans,yes,,
Turku,15-08-12,10,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,6,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,8,Fouling,Amphibalanus improvisus,yes,,
Turku,15-08-12,8,Fouling,Leptocheirus pilosus,yes,,
Turku,15-08-12,8,Fouling,Gammarus tigrinus,yes,,
Turku,15-08-12,8,Fouling,Victorella pavida,yes,,
Turku,15-08-12,8,Fouling,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,8,Fouling,Mytilopsis leucophaeata,yes,,
Turku,15-08-12,8,Fouling,Hydrozoa sp.,yes,,: Laomedea (?)
Turku,15-08-12,8,Fouling,Leptocheirus pilosus,yes,,
Turku,15-08-12,5,Fouling,Rhithropanopeus harrisii,yes,rust in sample,
Turku,15-08-12,5,Fouling,Polychaeta sp.,yes,, (?) bad shape
Turku,15-08-12,5,Fouling,Leptocheirus pilosus,yes,,
Turku,15-08-12,5,Fouling,Chironomidae spp.,yes,,
Turku,15-08-12,5,Fouling,Gammarus tigrinus,yes,,
Turku,15-08-12,5,Fouling,Hydrozoa sp.,yes,,: Laomedea (?)
Turku,15-08-12,10,Fouling,Amphibalanus improvisus,yes,,
Turku,15-08-12,10,Fouling,Chironomidae spp.,yes,,
Turku,15-08-12,10,Fouling,Amphibalanus improvisus,yes,,
Turku,15-08-12,10,Fouling,Victorella pavida,yes,on barnacles,
Turku,15-08-12,10,Fouling,Apocorophium lacustre,yes,,
Turku,15-08-12,6,Mobile epifauna,Gobius niger,yes,, 7 cm
Turku,15-08-12,8,Mobile epifauna,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,8,Benthos,Hediste diversicolor,yes,,
Turku,15-08-12,8,Benthos,Boccardiella ligerica,yes,,
Turku,15-08-12,8,Benthos,Macoma balthica,yes,,
Turku,15-08-12,8,Benthos,Corophium volutator,yes,,
Turku,15-08-12,8,Benthos,Mytilopsis leucophaeata,yes,,
Turku,15-08-12,8,Benthos,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,8,Benthos,Neomysis integer,yes,,
Turku,15-08-12,8,Benthos,Tenellia adspersa,yes,,
Turku,15-08-12,8,Benthos,Electra crustulenta,yes,,
Turku,15-08-12,8,Benthos,Gammarus sp.,yes,,
Turku,15-08-12,8,Benthos,Chironomidae spp.,yes,,
Turku,15-08-12,8,Benthos,Harmothoe sarsi,yes,,
Turku,15-08-12,8,Benthos,Hediste diversicolor,yes,,
Turku,15-08-12,8,Benthos,Boccardiella ligerica,yes,,
Turku,15-08-12,8,Benthos,Mytilus trossulus,yes,,
Turku,15-08-12,8,Benthos,Corophium volutator,yes,,
Turku,15-08-12,8,Benthos,Mytilopsis leucophaeata,yes,,
Turku,15-08-12,8,Benthos,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,8,Benthos,Neomysis integer,yes,,
Turku,15-08-12,8,Benthos,Tenellia adspersa,yes,,
Turku,15-08-12,8,Benthos,Rhithropanopeus harrisii,yes,,
Turku,15-08-12,8,Benthos,Victorella pavida,yes,,
Turku,15-08-12,8,Benthos,Electra crustulenta,yes,,
Turku,15-08-12,8,Benthos,Harpacticoida,yes,,
Turku,15-08-12,8,Benthos,Hydrozoa sp.,yes,: possibly Laomedea (a little),
Turku,15-08-12,8,Phytoplankton,Anabaena inaequalis,yes,1 (4x100um),
Turku,15-08-12,8,Phytoplankton,Aphanizomenon gracile,yes,1 (2.53x100um),
